Sr_No,State,MP_Name,Constituency,Allocated_Amount,Constituency_Type,Deviation,Deviation_Pct,Allocation_Bucket
1.0,Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,190289442.0,General,43289442.0,29.45,₹14.7-20 Cr (Moderately High)
2.0,Jammu And Kashmir,ABDUL RASHID SHEIKH,BARAMULLAH,154773472.11,General,7773472.110000014,5.29,₹14.7-20 Cr (Moderately High)
3.0,Bihar,ABHAY KUMAR SINHA,AURANGABAD_BR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
4.0,West Bengal,ABHIJIT GANGOPADHYAY,TAMLUK,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
5.0,West Bengal,Abu Taher Khan,MURSHIDABAD,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
6.0,West Bengal,ADHIKARI SOUMENDU,KANTHI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
7.0,Uttar Pradesh,ADITYA YADAV,BADAUN,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
8.0,Kerala,Adv Adoor Prakash,ATTINGAL,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
9.0,Kerala,Adv Dean Kuriakose,IDUKKI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
10.0,Maharashtra,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),147816309.11,ST,816309.1100000143,0.56,₹14.7-20 Cr (Moderately High)
11.0,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11,General,41722256.110000014,28.38,₹14.7-20 Cr (Moderately High)
12.0,Uttar Pradesh,AFZAL ANSARI,GHAZIPUR,220500000.0,General,73500000.0,50.0,₹20-25 Cr (High)
13.0,Jammu And Kashmir,AGA SYED RUHULLAH MEHDI,SRINAGAR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
14.0,Uttarakhand,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
15.0,Bihar,Ajay Kumar Mandal,BHAGALPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
16.0,Uttarakhand,Ajay Tamta,ALMORA(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
17.0,Uttar Pradesh,AJENDRA SINGH LODHI,HAMIRPUR_UP,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
18.0,Uttar Pradesh,AKHILESH YADAV,KANNAUJ,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
19.0,Uttar Pradesh,AKSHAYA YADAV,FIROZABAD,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
20.0,Manipur,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
21.0,Bihar,Alok Kumar Suman,GOPALGANJ (SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
22.0,Madhya Pradesh,ALOK SHARMA,BHOPAL,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
23.0,Maharashtra,AMAR SHARADRAO KALE,WARDHA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
24.0,Assam,AMARSING TISSO,Diphu (ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
25.0,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11,General,54899064.110000014,37.35,₹20-25 Cr (High)
26.0,Maharashtra,Amol Ramsing Kolhe,SHIRUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
27.0,Rajasthan,AMRARAM,SIKAR,165691544.11,General,18691544.110000014,12.72,₹14.7-20 Cr (Moderately High)
28.0,Punjab,AMRINDER SINGH RAJA WARRING,LUDHIANA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
29.0,Uttar Pradesh,ANAND BHADAURIYA,DHAURAHRA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
30.0,Uttar Pradesh,ANAND KUMAR,BAHRAICH(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
31.0,Odisha,ANANTA NAYAK,KEONJHAR(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
32.0,Tamil Nadu,Andimuthu Raja,NILGIRIS(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
33.0,Meghalaya,ANDREW J. SYNGKON,SHILLONG,98000000.0,General,-49000000.0,-33.33,< ₹10 Cr (Severely Low)
34.0,Manipur,ANGOMCHA BIMOL AKOIJAM,INNER MANIPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
35.0,Uttarakhand,ANIL BALUNI,GARHWAL,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
36.0,Maharashtra,ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
37.0,Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,RATLAM(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
38.0,Odisha,ANITA SUBHADARSHINI,ASKA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
39.0,Jharkhand,Annpurna Devi,KODARMA,166665931.8,General,19665931.800000012,13.38,₹14.7-20 Cr (Moderately High)
40.0,Uttar Pradesh,ANOOP PRADHAN BALMIKI,HATHRAS (SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
41.0,Kerala,Anto Antony,PATHANAMTHITTA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
42.0,Maharashtra,ANUP SANJAY DHOTRE,AKOLA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
43.0,Uttar Pradesh,Anurag Sharma,JHANSI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
44.0,Himachal Pradesh,Anurag Singh Thakur,HAMIRPUR_HP,149570117.11,General,2570117.1100000143,1.75,₹14.7-20 Cr (Moderately High)
45.0,Andhra Pradesh,Appalanaidu Kalisetti,VIZIANAGARAM,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
46.0,Bihar,ARUN BHARTI,JAMUI(SC),194924621.11,SC,47924621.110000014,32.6,₹14.7-20 Cr (Moderately High)
47.0,Uttar Pradesh,ARUN GOVIL,MEERUT,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
48.0,Tamil Nadu,ARUN NEHRU,PERAMBALUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
49.0,Telangana,ARUNA. D. K,MAHABUBNAGAR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
50.0,West Bengal,ARUP CHAKRABORTY,BANKURA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
51.0,Telangana,Arvind Dharmapuri,NIZAMABAD,281396355.11,General,134396355.11,91.43,> ₹25 Cr (Very High)
52.0,Maharashtra,Arvind Ganpat Sawant,MUMBAI SOUTH,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
53.0,Telangana,Asaduddin Owaisi,HYDERABAD,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
54.0,Madhya Pradesh,ASHISH DUBEY,JABALPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
55.0,Uttar Pradesh,Ashok Kumar Rawat,MISRIKH(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
56.0,Bihar,Ashok Kumar Yadav,MADHUBANI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
57.0,West Bengal,Asit Kumar Mal,BOLPUR(SC),275694456.74,SC,128694456.74000001,87.55,> ₹25 Cr (Very High)
58.0,Uttar Pradesh,ATUL GARG,GHAZIABAD,155336470.0,General,8336470.0,5.67,₹14.7-20 Cr (Moderately High)
59.0,Odisha,AVIMANYU SETHI,BHADRAK(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
60.0,Uttar Pradesh,AWADHESH PRASAD,FAIZABAD,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
61.0,West Bengal,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,179658399.98,General,32658399.97999999,22.22,₹14.7-20 Cr (Moderately High)
62.0,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11,General,13491894.110000014,9.18,₹14.7-20 Cr (Moderately High)
63.0,Uttar Pradesh,BABU SINGH KUSHWAHA,JAUNPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
64.0,Maharashtra,BACHHAV SHOBHA DINESH,DHULE,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
65.0,West Bengal,BAG MITALI,ARAMBAG(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
66.0,Odisha,BAIJAYANT PANDA,KENDRAPARA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
67.0,Maharashtra,BAJRANG MANOHAR SONWANE,BEED,165899107.19,General,18899107.189999998,12.86,₹14.7-20 Cr (Moderately High)
68.0,Odisha,BALABHADRA MAJHI,NABARANGPUR(ST),147413962.11,ST,413962.1100000143,0.28,₹14.7-20 Cr (Moderately High)
69.0,Andhra Pradesh,Balashowry Vallabbhaneni,MACHILIPATNAM,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
70.0,Telangana,BALRAM NAIK PORIKA,MAHABUBABAD,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
71.0,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),198293678.0,SC,51293678.0,34.89,₹14.7-20 Cr (Moderately High)
72.0,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
73.0,Delhi,Bansuri Swaraj,NEW DELHI,154306950.0,General,7306950.0,4.97,₹14.7-20 Cr (Moderately High)
74.0,West Bengal,BAPI HALDAR,MATHURAPUR(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
75.0,Karnataka,BASAVARAJ BOMMAI,HAVERI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
76.0,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,159998515.11,General,12998515.110000014,8.84,₹14.7-20 Cr (Moderately High)
77.0,Rajasthan,Bhagirath Chaudhary,AJMER,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
78.0,Rajasthan,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
79.0,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,General,4455276.039999992,3.03,₹14.7-20 Cr (Moderately High)
80.0,Gujarat,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
81.0,Gujarat,Bharatsinhji Shankarji Dabhi,PATAN,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
82.0,Madhya Pradesh,BHARTI PARDHI,BALAGHAT,154398389.01,General,7398389.00999999,5.03,₹14.7-20 Cr (Moderately High)
83.0,Maharashtra,BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
84.0,Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
85.0,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11,ST,17672734.110000014,12.02,₹14.7-20 Cr (Moderately High)
86.0,Uttar Pradesh,Bhola Singh,BULANDSHAHR(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
87.0,Maharashtra,BHUMARE SANDIPANRAO ASARAM,AURANGABAD_MH,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
88.0,Andhra Pradesh,Bhupathiraju Srinivasa varma,NARASAPURAM,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
89.0,Rajasthan,BHUPENDER YADAV,ALWAR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
90.0,Odisha,BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
91.0,Jharkhand,Bidyut Baran Mahato,JAMSHEDPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
92.0,Assam,BIJULI KALITA MEDHI,GUWAHATI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
93.0,Tripura,BIPLAB KUMAR DEB,TRIPURA WEST,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
94.0,Andaman And Nicobar Islands,BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
95.0,Rajasthan,BRIJENDRA SINGH OLA,JHUNJHUNU,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
96.0,Chhattisgarh,BRIJMOHAN AGRAWAL,RAIPUR,153766451.11,General,6766451.110000014,4.6,₹14.7-20 Cr (Moderately High)
97.0,Madhya Pradesh,BUNTY VIVEK SAHU,CHHINDWARA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
98.0,Gujarat,C R Patil,NAVSARI,158532494.36,General,11532494.360000014,7.85,₹14.7-20 Cr (Moderately High)
99.0,Andhra Pradesh,C.M.RAMESH,ANAKAPALLE,202531656.11,General,55531656.110000014,37.78,₹20-25 Cr (High)
100.0,Karnataka,CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
101.0,Goa,CAPTAIN VIRIATO FERNANDES,SOUTH GOA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
102.0,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
103.0,Uttar Pradesh,CHANDAN CHAUHAN,BIJNOR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
104.0,Rajasthan,Chandra Prakash Joshi,CHITTORGARH,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
105.0,Uttar Pradesh,CHANDRA SHEKHAR,NAGINA(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
106.0,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
107.0,Punjab,CHARANJIT SINGH CHANNI,JALANDHAR(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
109.0,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
110.0,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
111.0,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
112.0,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
113.0,Bihar,CHIRAG PASWAN,HAJIPUR(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
114.0,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,148579509.11,General,1579509.1100000143,1.07,₹14.7-20 Cr (Moderately High)
115.0,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,General,13196941.110000014,8.98,₹14.7-20 Cr (Moderately High)
116.0,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),197598306.11,SC,50598306.110000014,34.42,₹14.7-20 Cr (Moderately High)
117.0,Andhra Pradesh,Daggubati Purandeshwari,RAJAHMUNDRY,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
118.0,Andhra Pradesh,DAGGUMALLA PRASADA RAO,CHITTOOR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
119.0,Rajasthan,DAMODAR AGARWAL,BHILWARA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
120.0,Uttar Pradesh,DAROGA PRASAD SAROJ,LALGANJ (SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
121.0,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
122.0,Haryana,DEEPENDER SINGH HOODA,ROHTAK,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
123.0,Uttar Pradesh,Devendra Alias Bhole Singh,AKBARPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
124.0,Bihar,DEVESH CHANDRA THAKUR,SITAMARHI,163809205.11,General,16809205.110000014,11.43,₹14.7-20 Cr (Moderately High)
125.0,Uttar Pradesh,DEVESH SHAKYA,ETAH,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
126.0,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
127.0,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
128.0,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
129.0,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
130.0,Uttar Pradesh,DHARMENDRA YADAV,AZAMGARH,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
131.0,Gujarat,DHAVAL LAXMANBHAI PATEL,VALSAD(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
132.0,Bihar,Dileshwar Kamait,SUPAUL,150450930.89,General,3450930.8899999857,2.35,₹14.7-20 Cr (Moderately High)
133.0,Assam,Dilip Saikia,Darrang-Udalguri,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
134.0,Bihar,Dinesh Chandra Yadav,MADHEPURA,150070866.11,General,3070866.1100000143,2.09,₹14.7-20 Cr (Moderately High)
135.0,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,SC,13434965.110000014,9.14,₹14.7-20 Cr (Moderately High)
136.0,Andhra Pradesh,DR BYREDDY SHABARI,NANDYAL,150675889.11,General,3675889.1100000143,2.5,₹14.7-20 Cr (Moderately High)
137.0,Karnataka,DR C N MANJUNATH,BANGALORE RURAL,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
138.0,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11,General,12774113.110000014,8.69,₹14.7-20 Cr (Moderately High)
139.0,Punjab,DR DHARAMVIRA GANDHI,PATIALA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
140.0,West Bengal,Dr Jayanta Kumar Roy,JALPAIGURI(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
141.0,Maharashtra,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
142.0,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11,General,1669229.1100000143,1.14,₹14.7-20 Cr (Moderately High)
143.0,Uttar Pradesh,DR RAJKUMAR SANGWAN,BAGHPAT,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
144.0,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,SC,6060922.819999993,4.12,₹14.7-20 Cr (Moderately High)
145.0,Kerala,Dr Shashi Tharoor,THIRUVANANTHAPURAM,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
146.0,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9,General,10085364.900000006,6.86,₹14.7-20 Cr (Moderately High)
147.0,Gujarat,DR. HEMANG JOSHI,VADODARA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
148.0,Maharashtra,DR. HEMANT VISHNU SAVARA,PALGHAR(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
149.0,Maharashtra,DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
150.0,Madhya Pradesh,DR. LATA WANKHEDE,SAGAR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
151.0,Kerala,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,170434031.11,General,23434031.110000014,15.94,₹14.7-20 Cr (Moderately High)
152.0,Gujarat,DR. MANSUKH MANDAVIYA,PORBANDAR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
153.0,Karnataka,DR. PRABHA MALLIKARJUN,DAVANAGERE,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
154.0,Odisha,DR. PRADEEP KUMAR PANIGRAHY,BERHAMPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
155.0,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,General,12680283.389999986,8.63,₹14.7-20 Cr (Moderately High)
156.0,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
157.0,Madhya Pradesh,DR. RAJESH MISHRA,SIDHI,262724510.35,General,115724510.35,78.72,> ₹25 Cr (Very High)
158.0,Uttar Pradesh,DR. S P SINGH,PRATAPGARH,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
159.0,West Bengal,DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
160.0,Karnataka,DR.K.SUDHAKAR,CHIKBALLAPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
161.0,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
162.0,Jharkhand,DULU MAHATO,DHANBAD,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
163.0,Tamil Nadu,DURAI VAIKO,TIRUCHIRAPPALLI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
164.0,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,ST,4569502.909999996,3.11,₹14.7-20 Cr (Moderately High)
165.0,Rajasthan,Dushyant Singh,JHALAWAR-BARAN,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
166.0,Karnataka,E. TUKARAM,BELLARY(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
167.0,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,General,16895872.110000014,11.49,₹14.7-20 Cr (Moderately High)
168.0,Telangana,EATALA RAJENDER,MALKAJGIRI,327477390.86,General,180477390.86,122.77,> ₹25 Cr (Very High)
169.0,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,General,15315106.110000014,10.42,₹14.7-20 Cr (Moderately High)
170.0,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,ST,4861648.409999996,3.31,₹14.7-20 Cr (Moderately High)
171.0,Karnataka,G. KUMAR NAIK,RAICHUR(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
172.0,Maharashtra,GAIKWAD VARSHA EKNATH,MUMBAI NORTH-CENTRAL,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
173.0,Madhya Pradesh,Gajendra Singh Patel,KHARGONE(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
174.0,Rajasthan,Gajendra Singh Shekhawat,JODHPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
175.0,Tamil Nadu,GANAPATHY RAJKUMAR P,COIMBATORE,147370490.11,General,370490.1100000143,0.25,₹14.7-20 Cr (Moderately High)
176.0,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,SC,39508749.110000014,26.88,₹14.7-20 Cr (Moderately High)
177.0,Madhya Pradesh,Ganesh Singh,SATNA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
178.0,Assam,GAURAV GOGOI,JORHAT,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
179.0,Gujarat,GENIBEN NAGAJI THAKOR,BANASKANTHA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
180.0,Bihar,Giridhari Yadav,BANKA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
181.0,Bihar,Giriraj Singh,BEGUSARAI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
182.0,Andhra Pradesh,GM Harish Balayogi,AMALAPURAM(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
183.0,Telangana,GODAM NAGESH,ADILABAD(ST),147000000.0,ST,0.0,0.0,₹14.7 Cr (Standard)
184.0,Tamil Nadu,GOPINATH K,KRISHNAGIRI,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
185.0,Karnataka,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
186.0,Andhra Pradesh,Gumma Thanuja Rani,ARAKU(ST),149458905.11,ST,2458905.1100000143,1.67,₹14.7-20 Cr (Moderately High)
187.0,Punjab,GURMEET SINGH MEET HAYER,SANGRUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
188.0,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,General,8690684.77000001,5.91,₹14.7-20 Cr (Moderately High)
189.0,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
190.0,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
191.0,Gujarat,HARIBHAI PATEL,MAHESANA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
192.0,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
193.0,Delhi,Harsh Malhotra,EAST DELHI,147134131.0,General,134131.0,0.09,₹14.7-20 Cr (Moderately High)
194.0,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
195.0,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
196.0,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,General,5003923.110000014,3.4,₹14.7-20 Cr (Moderately High)
197.0,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
198.0,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
199.0,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,SC,21604641.110000014,14.7,₹14.7-20 Cr (Moderately High)
200.0,Karnataka,JAGADISH SHETTAR,BELGAUM,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
201.0,West Bengal,Jagannath Sarkar,RANAGHAT(SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
202.0,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,General,13643957.110000014,9.28,₹14.7-20 Cr (Moderately High)
203.0,Haryana,JAI PARKASH,HISAR,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
204.0,Uttar Pradesh,Jai Prakash,HARDOI (SC),147000000.0,SC,0.0,0.0,₹14.7 Cr (Standard)
205.0,Madhya Pradesh,Janardan Mishra,REWA,147000000.0,General,0.0,0.0,₹14.7 Cr (Standard)
